u,g,r,i,z,redshift
19.41809,18.67544,17.7107,17.30056,17.0231,0.1535701
24.25872,22.14455,20.54635,19.54394,19.37559,0.5232223
22.61648,22.61261,20.61928,19.40435,18.89893,0.5921263
24.68089,22.52021,20.78504,19.79527,20.25373,0.5599632
23.30666,22.71714,20.21064,19.10052,18.63992,0.5857331
20.23579,18.4259,17.37126,16.92087,16.58038,0.1414574
21.57144,19.27154,17.7301,17.17071,16.817,0.2745234
22.4831,20.43749,18.92807,18.39322,17.97542,0.3017915
18.8977,17.5638,17.03401,16.79927,16.54979,0.08033779
23.48054,20.65787,18.97675,18.34376,17.76801,0.389298
23.07448,21.78813,20.44545,19.46045,18.79512,0.6413183
19.66143,17.91777,17.12428,16.74261,16.46366,0.08025688
19.18433,17.85821,17.20943,16.84246,16.58375,0.09346591
22.13118,21.77023,20.71554,19.7506,19.19773,0.6949584
22.30482,21.40859,20.80074,19.62421,19.68281,0.4144197
25.20424,21.70424,20.15938,19.36369,18.88087,0.455796
19.31873,18.01472,17.38506,17.00346,16.75004,0.09138028
26.33638,22.70576,20.75545,19.80764,19.24405,0.5500205
25.84675,22.20303,20.15103,19.32785,18.92011,0.5070893
19.94697,18.46934,17.7528,17.40835,17.25029,0.1325312
24.9134,21.35061,19.59683,18.82532,18.36022,0.4544955
22.74505,21.68172,20.25863,19.30124,18.9262,0.5373368
20.43518,18.62133,17.54312,17.11023,16.77075,0.1691041
20.50384,18.58024,17.51048,17.07344,16.70774,0.1366601
19.39013,17.83021,17.00386,16.633,16.32073,0.1108853
20.16208,18.31747,17.35581,16.91684,16.57068,0.1113087
26.68759,22.40664,20.66989,19.56575,19.25575,0.6314014
25.19762,21.34289,19.50551,18.832,18.4786,0.334352
18.95911,18.00311,17.57304,17.30505,17.12939,0.04667491
19.44459,17.58641,16.65197,16.23819,15.9391,0.08496257
19.61788,18.01494,17.25219,16.85225,16.53791,0.08874878
20.89349,18.69555,17.62774,17.17683,16.82227,0.1471322
23.15741,20.38766,18.71003,18.08355,17.72743,0.3313895
23.49027,22.35247,20.47616,19.44913,18.8313,0.6011669
23.92164,21.53194,19.78352,18.98032,18.50656,0.4420496
22.78986,20.53302,18.82798,18.20113,17.82056,0.3165837
18.47849,16.42447,15.4887,15.04097,14.71405,0.07686184
23.39207,21.07362,19.76719,18.91252,18.53892,0.3661769
22.80059,21.589,20.75065,19.77231,19.3567,0.7083161
24.13419,22.86908,21.05041,19.83073,19.20609,0.669017
20.12548,18.00759,17.05802,16.63006,16.28349,0.1051666
25.25125,22.91977,21.07683,19.93329,19.57408,0.6156338
21.68833,19.62032,18.16998,17.64699,17.28925,0.2314629
25.74896,22.50349,20.05139,18.94383,18.57987,0.5211428
24.42309,21.33548,19.76922,18.99463,18.54143,0.4542443
24.60787,22.09979,20.55005,19.68074,19.30536,0.5275514
22.65582,21.51884,20.42373,19.68083,20.38496,0.513689
18.15141,16.18886,15.23313,14.81129,14.48781,0.08681998
25.22238,20.76506,19.12543,18.49535,18.08426,0.3118885
19.17458,17.26683,16.35488,15.94631,15.6389,0.07933845
18.12882,16.69628,16.05041,15.67786,15.45187,0.05488245
22.58921,21.98392,20.26538,19.22386,18.77041,0.6326159
20.53201,18.19897,17.12464,16.56093,16.1387,0.0708663
22.74796,23.13956,20.35714,19.15688,18.52496,0.681393
20.25994,18.30649,17.32776,16.9141,16.54595,0.1172004
19.94641,18.07122,17.08201,16.66085,16.28175,0.1305602
17.06184,15.03219,14.15153,13.70005,13.31245,0.03391345
18.72713,17.2795,16.5108,16.12761,15.85427,0.09839476
21.3144,18.93819,17.37168,16.79288,16.4377,0.2849626
21.90536,19.17035,17.72454,17.16308,16.8247,0.2260248
19.3967,18.04041,17.37146,16.99804,16.71222,0.1025019
20.4185,18.45624,17.56555,17.17236,16.83946,0.08857466
25.14262,21.76147,20.37476,19.53484,19.12241,0.4352407
24.98622,21.81624,20.46148,19.68357,19.28194,0.4582584
25.1201,21.82689,20.05535,19.16526,18.54258,0.4961884
22.93371,21.49671,19.72204,18.70073,18.13779,0.5488105
25.72284,22.19672,20.7032,19.55339,18.94891,0.6074528
22.11784,19.14857,17.7056,17.1897,16.824,0.2411075
18.04481,16.86299,16.2995,16.00613,15.77837,0.04819814
26.57482,22.40181,20.7755,19.65203,19.34806,0.5835301
20.24268,18.21924,17.19602,16.78476,16.42898,0.1412486
25.19894,21.25608,19.66112,18.79988,19.00746,0.3832814
21.83769,21.735,20.76316,19.75013,19.34683,0.5695921
22.42778,22.47015,20.72231,19.57716,19.49034,0.6622747
25.95826,21.89716,20.40651,19.57955,19.09938,0.4649332
18.47987,15.186,14.30667,19.90986,13.57151,0.01906901
19.71287,17.66768,16.74205,16.32547,15.96065,0.08574168
22.48506,21.2217,20.15093,19.61579,19.09927,0.315078
18.61584,17.41672,16.76762,16.39498,16.15252,0.08478002
24.84734,22.72937,20.47558,19.29646,18.96901,0.5675611
19.38203,18.23447,17.62853,17.28022,17.06514,0.08564888
19.71716,18.04258,17.30019,16.93848,16.66323,0.07450364
24.23037,20.99161,19.27546,18.64322,18.32555,0.3504775
20.02008,18.17929,17.28855,16.89103,16.5862,0.08796965
22.48094,21.43282,19.48358,18.71782,18.32623,0.4173351
25.12736,21.81964,20.14082,19.19494,18.658,0.5169629
23.13471,21.83252,20.1642,19.06992,18.56656,0.5458528
23.16302,22.58403,20.91431,19.85537,19.40229,0.5936799
21.32941,19.13593,17.54398,17.00111,16.71206,0.2505002
19.80742,17.89128,16.81715,16.36158,15.99608,0.1495996
19.99392,18.02382,17.00933,16.54438,16.17257,0.1060516
19.55807,18.18385,17.53582,17.15617,16.91833,0.1061896
19.93251,17.95753,17.08049,16.67222,16.39909,0.1187842
19.74627,18.40602,17.70897,17.32968,17.15598,0.1276845
26.24072,22.61513,20.64978,19.12334,18.73645,0.6218293
22.60422,20.55047,18.82076,18.0984,17.69545,0.3964083
24.52827,22.58005,21.15295,19.94693,19.51851,0.6045414
22.83006,21.59097,19.85399,18.84832,18.40743,0.5381179
20.42471,18.46426,17.59494,17.18649,16.86487,0.0840548
22.45041,21.7569,20.85222,19.8406,19.49413,0.775185
23.61111,22.35885,20.89105,19.90718,19.2427,0.5753662
24.60392,21.99365,20.19036,19.36276,18.96876,0.4817516
22.61292,20.8885,19.15285,18.53934,18.17278,0.3227875
24.3025,20.23079,18.52274,17.9196,17.54424,0.3268096
22.58837,22.55475,21.19094,19.83817,19.26291,0.7609531
23.51211,22.17668,20.42373,19.49523,19.09075,0.4991551
22.21714,21.71662,20.63202,19.68027,19.69542,0.7254035
24.28987,20.83028,19.07917,18.50874,18.08324,0.4077629
22.69239,22.63312,20.84257,19.76039,19.55746,0.5327352
24.40038,22.64274,20.90643,19.64337,19.14897,0.6348276
23.60199,22.33929,20.61776,19.60664,19.11758,0.5819028
19.95627,18.34803,17.63342,17.23974,16.94988,0.106315
19.04228,18.10468,18.01932,18.1539,19.5572,0.05898905
26.61119,22.05482,20.61509,19.79758,19.32683,0.6718455
20.09369,18.01065,17.15836,16.67016,16.3241,0.1249266
18.64379,17.44185,16.87563,16.54799,16.33927,0.07144404
23.71457,21.44506,19.86266,19.03687,18.59541,0.4577063
18.40044,16.6948,15.98801,15.60769,15.29202,0.05043545
20.03876,17.89974,16.75992,16.30524,15.95871,0.1567947
24.82782,22.2951,21.05674,20.15332,19.86914,0.5187599
24.55698,22.53495,20.79526,19.71633,19.22097,0.5939599
22.87068,20.92139,19.2336,18.45732,18.25626,0.4479393
22.74666,21.39133,19.88846,19.00137,18.50444,0.5274159
19.16692,17.43699,16.51643,16.11248,15.74496,0.1348493
23.13137,23.73753,21.06564,19.95551,19.57162,0.6269115
23.84296,22.39164,20.84805,19.89588,19.45385,0.5134617
22.96344,21.38315,19.92516,18.85755,18.31142,0.5124984
18.47536,16.3143,15.28195,14.78337,14.34784,0.08283216
19.34179,18.44094,17.24436,16.70978,16.40204,0.2208342
20.49494,18.85207,18.31666,18.00546,17.89574,0.0819518
25.15863,20.23474,18.64514,18.03532,17.65003,0.3671646
17.91185,16.23023,15.40764,14.94073,14.52104,0.0406868
22.64043,20.00631,18.59119,18.08801,17.78516,0.2683336
23.26592,21.79409,19.84562,19.07465,18.74319,0.4823599
20.24736,19.44183,18.74717,18.42674,18.22511,0.2571105
21.27827,19.37429,18.38073,17.93149,17.5605,0.2322204
20.78623,18.74797,17.51453,17.0123,16.64902,0.1844395
21.37407,20.88293,19.97318,19.71466,19.36993,0.3796674
21.16427,20.07423,19.37271,19.18019,18.86136,0.2931361
20.54704,18.24376,17.04925,16.60708,16.31548,0.1819576
21.14755,19.34895,18.17167,17.69153,17.33305,0.1826794
19.90305,19.03782,18.48992,18.11986,18.06118,0.1827865
21.04572,19.72677,18.95082,18.36299,18.03201,0.06775428
20.98413,19.42606,18.35199,17.86678,17.58126,0.1986818
19.48147,17.95981,17.23233,16.81888,16.52588,0.09944189
19.24576,17.76128,17.02203,16.66308,16.38572,0.08754646
21.91589,20.09009,18.97913,18.55416,18.30517,0.3381461
19.57056,18.02087,17.31935,16.90836,16.69007,0.1315212
24.47891,21.86707,20.02602,19.1619,18.8123,0.461148
19.02258,17.02546,16.03389,15.62975,15.22296,0.09135577
23.45756,19.762,18.26139,17.74033,17.39738,0.2816904
17.09779,15.29352,14.49154,14.11166,13.79948,0.0307668
19.54722,18.13511,17.29421,16.85084,16.54192,0.09283725
19.08203,17.99011,17.58106,17.35227,17.20228,0.04653732
24.18951,22.81595,21.0617,20.05711,19.63797,0.5720709
18.17722,16.24816,15.39877,15.00273,14.70704,0.06791998
23.39553,22.32734,20.5132,19.57919,19.18207,0.5010801
25.90182,21.48963,19.73406,18.96321,18.52415,0.4580105
19.69751,18.26015,17.56981,17.23348,16.93584,0.04277612
20.30053,18.29365,16.89931,16.38315,16.00477,0.2260185
19.36097,18.1734,17.62254,17.2936,17.09236,0.06800771
20.35973,18.63331,17.6053,17.21911,16.92675,0.1627529
21.93064,21.54179,20.52379,19.82583,19.46358,0.5634444
19.52707,18.28088,17.42887,16.97112,16.67694,0.17273
19.82384,17.84431,16.91428,16.49166,16.14911,0.08940969
26.61485,22.17521,20.5789,19.62296,19.13378,0.555806
18.4567,17.42799,16.96012,16.66738,16.48327,0.07150065
24.16044,23.33278,20.94098,19.70756,19.24272,0.6708887
19.06071,17.17459,16.29574,15.92804,15.61353,0.07196455
22.22927,21.80779,20.92354,20.00072,19.65471,0.6367885
23.67516,22.95145,20.90293,19.83483,19.39215,0.5386022
22.2115,19.88166,18.35216,17.82303,17.45775,0.3099305
22.38219,21.00092,19.27669,18.52257,18.08852,0.447482
27.22413,22.85131,20.30103,19.2103,18.74625,0.6355806
23.58805,21.81299,20.1758,19.32475,18.84727,0.4822071
22.25346,21.68192,19.74867,18.84214,18.39102,0.4949081
19.70807,17.67496,16.56788,16.12253,15.7509,0.1418035
19.25654,17.22906,16.25636,15.83001,15.47499,0.1113323
20.26805,19.14334,18.21551,17.75458,17.46501,0.2193312
18.55717,17.5679,17.00893,16.79469,16.69445,0.0853823
20.59519,18.69032,17.7372,17.35238,17.00388,0.1028048
23.96879,20.7231,18.98935,18.2792,17.84503,0.415939
25.44791,22.13288,20.51709,19.73423,19.3334,0.4242435
23.67446,22.23399,20.83918,20.06312,19.57893,0.5498316
22.55054,20.99313,19.20327,18.53201,18.09716,0.4061073
19.04001,17.6947,16.93275,16.52281,16.24273,0.1147671
25.27621,23.18342,21.00438,19.86222,19.43062,0.5785291
18.89317,17.45097,16.50588,16.01323,15.72661,0.1037081
20.26324,18.88749,17.98636,17.60139,17.28349,0.2445169
18.35456,16.37615,15.36542,14.92895,14.57511,0.1059715
25.5114,21.75529,20.02172,19.05793,18.62334,0.5436602
20.6024,18.82061,17.74629,17.33122,17.03208,0.185144
24.23193,22.74747,20.84382,19.76205,19.54792,0.5822639
25.44877,24.58209,21.38629,20.07814,19.46674,0.6936252
18.87103,16.98661,15.98962,15.56646,15.19856,0.111066
19.76865,19.13925,18.74793,18.4932,18.45562,0.229849
20.06398,18.17722,17.22367,16.81208,16.45714,0.1136058
19.13939,17.34844,16.5201,16.09013,15.74461,0.07065763
20.71792,18.71297,17.43764,16.9529,16.67937,0.1943348
23.77571,20.16095,18.26087,17.6896,17.28358,0.3315719
24.15269,21.27494,20.23421,19.51305,19.16378,0.5066612
24.03405,20.9356,19.1453,18.50022,18.17822,0.346914
19.17263,17.96839,17.18029,16.76465,16.49633,0.1964148
22.62966,21.22542,19.36019,18.75763,18.38205,0.364997
25.88254,21.66016,20.08193,19.34809,18.89215,0.4941265
22.80711,22.52643,20.53131,19.58685,19.00031,0.5478212
24.46934,21.54125,20.06271,19.31996,19.07088,0.4142068
22.98709,22.69772,20.92489,19.76246,19.15081,0.6530008
23.20774,22.01456,20.23814,19.44462,19.06254,0.4518627
24.2329,21.77327,19.96797,19.23932,18.9453,0.4527967
22.89047,21.12748,19.35377,18.699,18.22781,0.3574433
19.61415,18.1769,17.31523,16.80871,16.45012,0.105245
21.67143,19.28733,17.77332,17.23128,16.86654,0.2726629
18.47732,16.99706,16.23593,15.83923,15.5342,0.08077726
22.87587,20.83293,19.09279,18.52395,18.04728,0.3523836
24.0199,22.19575,20.60038,19.52336,18.87677,0.5680051
24.76524,22.49289,20.88519,19.89649,19.60158,0.492832
19.00866,17.89848,17.12611,16.74644,16.48873,0.1765474
22.83392,20.48316,18.56812,17.95841,17.62485,0.3488055
24.14215,22.48547,20.82673,19.80991,19.25353,0.6067767
19.87392,18.42876,17.59308,17.14869,16.8823,0.1471782
25.26438,22.79448,21.20069,20.12463,19.67219,0.6165857
22.73198,22.248,20.81501,19.9693,19.68593,0.5679675
19.97733,18.04613,17.01065,16.56429,16.22413,0.1314835
26.06697,23.60053,21.04355,19.62938,19.38294,0.6808934
23.01388,22.45761,20.92088,19.68184,19.96045,0.6387194
23.47646,21.43698,20.15736,19.34774,18.89555,0.5886287
23.10077,21.61817,19.84946,18.88802,18.46139,0.4519053
18.70007,17.52373,16.97106,16.63593,16.41222,0.052235
19.83426,17.77672,16.74062,16.27203,15.82528,0.1035526
23.83795,23.1165,21.17063,20.08882,19.77761,0.5519764
18.14111,17.08742,16.59537,16.32508,16.11591,0.03509942
22.21693,21.44972,20.28155,19.41547,19.08675,0.5704804
21.24663,19.33249,17.9427,17.44215,17.09008,0.2199807
27.26365,22.14123,19.69345,18.72165,18.22223,0.5573756
20.71043,18.64173,17.56453,17.10674,16.71972,0.1421739
22.97401,22.91494,21.33656,20.21362,19.52369,0.761533
22.54907,21.98191,20.88798,19.96473,19.65038,0.5351682
22.57983,20.42735,18.8345,18.18582,17.88231,0.3379703
21.68638,19.53911,18.12366,17.61035,17.28354,0.252972
22.54055,21.69505,19.93265,18.95264,18.40015,0.5283051
24.11671,23.51896,21.46992,20.00648,19.51072,0.6993412
18.1682,16.95844,16.47602,16.19831,16.03124,0.06988788
21.27068,18.64388,17.62267,17.09144,16.7407,0.1593375
21.53732,19.17494,17.78064,17.27846,16.97155,0.2227658
23.00762,22.11544,20.39283,19.32043,18.82103,0.5088107
19.70697,18.07156,17.12561,16.69539,16.37404,0.1706121
22.23339,20.16615,18.34293,17.74046,17.36194,0.3382652
22.98275,20.74907,18.91487,18.208,17.76349,0.3989894
20.60294,18.68789,17.67289,17.21387,16.82876,0.1144022
24.36975,22.84519,20.99033,19.78477,19.32384,0.6212056
24.68447,22.17864,19.94424,19.08732,18.58427,0.4795748
22.45029,21.93077,20.75622,19.81196,19.22854,0.6109281
19.83523,17.93358,16.91948,16.43699,16.01066,0.08921546
19.51109,18.2684,17.46375,17.03982,16.70305,0.1501717
26.25981,21.34587,19.44988,18.84981,18.42459,0.3721032
20.37053,18.52738,17.1169,16.59241,16.26604,0.2246651
19.90112,18.0524,17.15013,16.75973,16.44307,0.108453
19.37202,17.49546,16.50279,16.10903,15.744,0.112754
21.2065,18.72934,17.6182,17.12123,16.82383,0.1561952
17.92658,16.23738,15.50915,15.09303,14.81414,0.08100747
19.06557,17.34441,16.56337,16.21523,15.88248,0.05098766
23.00974,22.75032,21.0957,19.62794,18.9663,0.7548501
19.86833,17.85514,16.72324,16.29957,15.93533,0.1532741
19.42384,18.07007,17.39589,17.06868,16.83646,0.1084554
26.90647,22.10775,20.4126,19.06697,18.21034,0.7553573
25.53334,22.29573,20.51706,19.42387,18.98595,0.5896131
23.43767,22.21276,20.26091,19.0598,18.48845,0.6534756
23.08432,21.52241,20.13797,19.40721,18.94204,0.5160941
19.80685,17.81553,16.80728,16.38501,16.00946,0.1209111
17.5951,15.914,15.08311,14.62253,14.25434,0.03347733
18.86889,17.76318,17.24739,16.91525,16.72569,0.055442
22.7221,21.81298,20.51979,19.48056,19.12673,0.535099
22.5704,20.66098,18.94905,18.34822,17.98221,0.3277147
21.75688,19.64383,18.25139,17.77627,17.47192,0.2456205
20.72126,19.49406,18.06486,17.56035,17.26773,0.2749264
24.46195,22.39124,20.66154,19.64379,19.16456,0.4615535
21.85187,19.70418,18.28658,17.74445,17.45274,0.3182826
18.36169,17.25681,16.83215,16.61565,16.51687,0.03101574
22.71706,22.09713,20.28022,19.34547,18.94658,0.5197084
22.95486,21.35852,19.73278,19.16396,18.95665,0.4084021
20.42173,18.15579,16.946,16.5043,16.25416,0.1844593
18.85538,17.1329,16.38565,16.02366,15.76667,0.04000779
19.81142,18.61818,17.85482,17.45054,17.22696,0.1834777
21.18717,19.12405,18.21295,17.72114,17.43514,0.1816644
21.31188,18.34707,17.16345,16.70404,16.38103,0.1834793
20.42599,19.20992,18.39167,17.98584,17.64269,0.1436789
22.27795,22.00182,20.9179,19.90309,19.77902,0.6138358
23.78946,22.86674,20.98523,19.84625,19.18585,0.5944383
22.31751,21.26557,20.37567,19.42218,19.13447,0.619633
24.57757,19.17237,17.71581,17.16207,16.86528,0.2538503
25.01387,21.13359,19.33201,18.63727,18.35307,0.4151629
19.07389,17.99451,17.38162,16.97689,16.72964,0.1214288
21.05908,18.57289,17.54678,17.0912,16.77985,0.1169645
20.16478,18.35925,17.37261,16.95125,16.6038,0.118315
20.50246,18.32886,17.23398,16.76564,16.42745,0.1565211
19.37899,18.20391,17.65636,17.38198,17.22278,0.105981
19.75509,17.79342,16.84188,16.43627,16.0762,0.1133385
20.05931,17.90802,16.8768,16.41877,16.03087,0.1329364
25.91035,21.9948,20.65903,19.66863,18.72408,0.6797689
22.57286,21.79232,19.94855,18.64324,18.19711,0.6520903
24.65299,22.06252,20.53733,19.45119,19.02314,0.572914
18.90517,17.79658,17.28932,16.89284,16.75672,0.06381848
23.76961,22.26068,20.58259,19.6318,19.19904,0.5108814
19.33729,18.27415,17.67471,17.30123,17.08574,0.1393154
18.8453,16.865,15.86116,15.46652,15.15257,0.1062192
19.99569,18.12636,17.17263,16.7931,16.45937,0.1057967
18.20819,16.92684,16.29092,15.89733,15.69348,0.07091825
18.74571,16.9477,16.08913,15.61712,15.31542,0.08283905
24.28276,20.89786,18.97472,18.31712,17.87948,0.3892646
19.21975,17.82726,16.94529,16.52189,16.23161,0.1854784
23.14099,20.89153,19.17443,18.23714,17.78099,0.5189318
23.6715,21.96549,20.60293,19.68456,19.05163,0.5398847
23.05548,21.50016,20.64718,19.88734,19.39423,0.6046072
21.40054,19.2503,17.52073,16.95421,16.60063,0.3241772
23.84017,22.23621,20.59635,19.74234,19.20686,0.4704246
19.95681,18.02706,17.04709,16.63705,16.33164,0.1229984
21.17854,18.92143,17.66744,17.19772,16.8769,0.2180614
21.23366,19.03788,17.77469,17.20484,16.80513,0.1799789
22.92164,22.15491,20.12465,19.2134,18.74003,0.5537939
19.39072,18.26064,17.6989,17.37675,17.18856,0.10514
24.47702,21.6564,20.15353,19.36441,18.99084,0.4733736
24.04725,22.46258,20.83277,19.75092,19.25339,0.6322023
20.72361,19.07732,17.71465,17.18653,16.83138,0.2148801
21.76355,20.14436,18.60023,17.99759,17.61901,0.3086233
24.72435,21.45343,19.65282,18.70737,18.29062,0.4991951
20.99746,19.09299,17.65901,17.14381,16.78131,0.2481867
23.02276,21.50044,20.65466,19.85186,19.45945,0.6619942
22.48186,22.78563,20.81334,19.78309,19.37966,0.5722451
17.79814,15.92171,15.08383,14.70005,14.39793,0.05508721
21.55276,21.64245,20.70849,19.62117,19.49064,0.7181983
19.16191,18.13386,17.72921,17.46783,17.19279,0.08691495
22.1909,21.62687,20.39894,19.47206,19.19806,0.5899149
19.18926,17.33894,16.41489,15.99514,15.65609,0.1061155
19.19337,17.76327,16.89058,16.44723,16.11949,0.1375852
20.16879,18.06194,16.94907,16.50531,16.14787,0.1492159
23.75599,21.9828,20.76625,19.74124,19.37863,0.5143986
24.84001,22.19684,20.55895,19.29483,18.76806,0.6575712
22.30063,21.15473,19.32089,18.54463,18.17448,0.4544712
23.03312,22.78449,20.70354,19.47956,18.97897,0.6314179
23.93407,22.10179,20.82011,19.69823,19.08375,0.6760005
23.85085,21.32554,19.52527,18.68626,18.29853,0.4731874
19.44762,18.11641,17.35882,16.92597,16.6467,0.157841
20.48118,18.34803,17.30487,16.85801,16.46789,0.1082446
19.4127,18.17705,17.58682,17.27808,17.0755,0.05107536
20.32423,18.389,17.72898,17.36085,17.15164,0.1284603
19.87643,17.95137,17.07458,16.66142,16.36028,0.06922622
25.3185,22.56253,20.85969,19.91911,19.36207,0.4940209
20.29718,18.44413,17.35393,16.93109,16.63701,0.1931684
24.5489,22.2263,20.321,19.37786,18.94944,0.4651375
18.9359,17.82291,17.34639,17.03785,16.84379,0.06368626
23.3973,22.06751,20.55937,19.60892,19.11478,0.4924477
20.14416,18.49908,17.66568,17.22985,16.8481,0.07314108
18.85279,17.10814,16.16731,15.78595,15.42576,0.1052835
24.51049,22.48507,20.52861,19.60976,20.59264,0.4130926
22.97332,23.0542,20.78679,19.43588,18.9138,0.6701453
22.78906,22.0466,20.53115,19.58902,19.10143,0.5312549
22.10944,19.53197,18.15393,17.59146,17.23359,0.2651695
22.93657,22.87696,20.63566,19.71744,19.31035,0.4765453
22.97075,21.77828,20.08514,19.18752,18.82471,0.4729088
23.54334,20.73567,19.14045,18.46289,18.01247,0.3915238
22.31151,20.15576,18.50299,17.89788,17.6103,0.3207869
22.86732,21.48322,19.82384,18.83268,18.49471,0.5198697
23.54762,21.97407,20.5365,19.53561,19.1349,0.5205682
18.64301,16.72111,15.81847,15.38587,15.07144,0.08257761
20.56982,18.64759,17.6092,17.1666,16.77152,0.1270838
26.7262,20.94942,19.86049,19.00008,18.62701,0.2505398
24.03068,22.6166,20.83229,19.80096,19.28114,0.5577541
24.97642,21.46404,20.36388,19.51684,19.09642,0.5845547
19.94636,18.04598,16.98179,16.55021,16.19183,0.144018
21.42613,20.82378,19.71875,18.93566,18.45334,0.5002066
21.42228,20.08927,18.50492,17.89519,17.68239,0.3131355
25.74099,22.2008,20.60291,19.24278,18.35184,0.6929008
21.83518,21.22996,20.04663,19.32724,19.04382,0.5398074
24.81986,21.8148,20.37124,19.5928,19.02437,0.4521486
